Product Code,Product Description,Product Category Code,Tharisa PLC (1),Main Catagory (2),Sub Area (3),Product Category Description,Plant Area (4),STAT GROUP (5),STAT GROUP (6),STAT GROUP (7),STAT GROUP (8),Item Status,Statistical Group Code, Statistical Group Code Description , Bin Location , Bin Location Type , Quantity On Order , Stock On Hand , Max Stock QTY , Reorder QTY , Safety Stock QTY ,Moving Average Price, Total Value of Item 
100100001,"MIXTEC - AGITATOR GEARBOX MODEL 1137, BASEPLATE, HALF COUPLING - FLOAT PGM HOLDING TANK GENESIS",1001,Plant WH1,Processing,Agitators & Mixers,Agitators & Mixers,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$90,649.00 ","90,649.00"
100100002,MIXTEC - AGITATOR WET END & IMPELLERS - FLOAT PGM HOLDING TANK GENESIS,1001,Plant WH1,Processing,Agitators & Mixers,Agitators & Mixers,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CRI, Critical Stock , AAA , DEF , -   ,1,1, -   , R 1.00 ,"$41,015.00 ","41,015.00"
100100010,"RECONNED - MIXTEC - AGITATOR GEARBOX MODEL 1137, BASEPLATE, HALF COUPLING - FLOAT PGM HOLDING TANK GENESIS",1001,Plant WH1,Processing,Agitators & Mixers,Agitators & Mixers,N/A 4,N/A 3,N/A 2,N/A 1,,Active,,  ,  ,  , -   , -   , -   , -   , R -   , $-   , -   
110100001,BEARING  SKF ONLY- BALL - 6303 DDUC3,1101,Plant WH1,Processing,Bearings,Bearings - Ball,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS05102 , RACAR , -   ,4,2, -   , R 2.00 ,$40.52 ,162.09
110100002,BEARING SKF ONLY - BALL - 6204 DDUC3,1101,Plant WH1,Processing,Bearings,Bearings - Ball,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS05103 , RACAR , -   ,2,2, -   , R 2.00 ,$21.49 ,42.98
110100003,BEARING  SKF ONLY - BALL - 6301 DDUC3,1101,Plant WH1,Processing,Bearings,Bearings - Ball,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS05104 , RACAR , -   ,10,10, -   , R 10.00 ,$79.11 ,791.1
110200001,BEARING SKF ONLY - CYLINDER ROLLER - MM0328678  - (METSO PUMPS),1102,Plant WH1,Processing,Bearings,Bearings - Roller,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS01401 , RACAR , -   ,4,1, -   , R 1.00 ,"$10,751.51 ","43,006.02"
110200002,BEARING SKF ONLY - ROLLER - 790009 - (METSO PUMPS),1102,Plant WH1,Processing,Bearings,Bearings - Roller,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS01402 , RACAR , -   ,2,1, -   , R 1.00 ,"$16,886.00 ","33,772.00"
110200003,BEARING SKF ONLY - SPLIT CYL ROLLER 22232 KBX - FOR SN HOUSING-,1102,Plant WH1,Processing,Bearings,Bearings - Roller,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS02401 , RACAR , -   ,2,2, -   , R 2.00 ,"$27,250.40 ","54,500.80"
110300001,BEARING  SKF ONLY - TAPERED ROLLER - K L45449/10,1103,Plant WH1,Processing,Bearings,Bearings - Taper,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS06101 , RACAR , -   ,4,2, -   , R 2.00 ,$63.41 ,253.64
110300002,BEARING  SKF ONLY - TAPERED ROLLER - K LM11749/10,1103,Plant WH1,Processing,Bearings,Bearings - Taper,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS06102 , RACAR , -   ,4,2, -   , R 2.00 ,$63.35 ,253.4
110400001,BEARING SKF ONLY - THRUST - 687022PS (METSO PUMPS) - 29338E1,1104,Plant WH1,Processing,Bearings,Bearings - Thrust,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS03401 , RACAR , -   ,2,1, -   , R 1.00 ,"$16,833.00 ","33,666.00"
110400002,BEARING SKF ONLY  - 524133 (METSO PUMPS),1104,Plant WH1,Processing,Bearings,Bearings - Thrust,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS10501 , RACAR , -   ,2,1, -   , R 1.00 ,"$20,128.00 ","40,256.00"
110400003,BEARING SKF ONLY - THRUST - MM0328677 (METSO PUMPS),1104,Plant WH1,Processing,Bearings,Bearings - Thrust,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS10402 , RACAR , -   ,3,1, -   , R 1.00 ,"$13,741.00 ","41,223.00"
110400004,BEARING SKF ONLY - THRUST SLEEVE FRAME 900 3 BRG 1040 - 588884PS (METSO PUMPS),1104,Plant WH1,Processing,Bearings,Bearings - Thrust,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS10403 , RACAR , -   ,3,1, -   , R 1.00 ,"$3,201.67 ","9,605.00"
110400005,BEARING SKF ONLY - 22232C/CW33 - 586070PS  - (METSO PUMPS),1104,Plant WH1,Processing,Bearings,Bearings - Thrust,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS10502 , RACAR , -   ,5,1, -   , R 1.00 ,"$14,665.00 ","73,325.00"
110400006,BEARING SKF ONLY - Z0370462 - (METSO PUMPS),1104,Plant WH1,Processing,Bearings,Bearings - Thrust,N/A 4,N/A 3,N/A 2,N/A 1,,Not Renewed,SLO, Slow Moving Stock , AS11401 , RACAR , -   ,2, -   , -   , R -   ,"$16,799.00 ","33,598.00"
110400007,BEARING SKF ONLY - LJT4E,1104,Plant WH1,Processing,Bearings,Bearings - Thrust,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS11402 , RACAR , -   ,2,2, -   , R 2.00 ,$5.11 ,10.21
110400008,BEARING SKF ONLY L JT17/8,1104,Plant WH1,Processing,Bearings,Bearings - Thrust,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS11403 , RACAR , -   ,1,1, -   , R 1.00 ,$550.00 ,550
110400010,BEARING SKF ONLY (METSO)  22238-E1-C3,1104,Plant WH1,Processing,Bearings,Bearings - Thrust,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS11502 , RACAR , -   ,2,2, -   , R 1.00 ,"$5,950.00 ","11,900.00"
110400011,CAPITAL - BEARING (METSO)  29338-E1 - DUP TO 110400001,1104,Plant WH1,Processing,Bearings,Bearings - Thrust,N/A 4,N/A 3,N/A 2,N/A 1,,Active,CAP, Capital Spares , AS12401 , RACAR , -   ,2, -   , -   , R -   ,$0.01 ,0.02
110400012,BEARING SKF ONLY -  23156-E1-K-C3 - PRM MILL PINION BEARING GENESIS,1104,Plant WH1,Processing,Bearings,Bearings - Thrust,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 1.00 ,"$33,852.46 ","67,704.91"
110400013,BEARING SKF ONLY -  23292YMBW507C08 - BE26960995 - BUCYRUS  - PRM MILL PINION BEARING VOYAGER,1104,Plant WH1,Processing,Bearings,Bearings - Thrust,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AAA , DEF , -   ,2,2, -   , R 2.00 ,"$228,306.25 ","456,612.50"
110500001,PLUMBER BLOCK SNU510 AS010501,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS01301 , RACAR , -   ,4,4, -   , R 2.00 ,$182.40 ,729.6
110500002,BEARING SKF ONLY - ROLLER SPHERICAL - 22210KCJW33C3 - 50X90X23,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS01201 , RACAR , -   ,4,4, -   , R 2.00 ,$305.30 ,"1,221.18"
110500003,ADAPTER SLEEVE - H310 - 45MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS01202 , RACAR , -   ,4,4, -   , R 2.00 ,$27.73 ,110.92
110500004,LOCATING RING FRM90/9 - FOR SNU510 - EACH,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS01203 , RACAR , -   ,8,8, -   , R 4.00 ,$8.29 ,66.34
110500005,U LOCK SEAL U510 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS01204 , RACAR , -   ,7,4, -   , R 2.00 ,$36.88 ,258.16
110500006,PLUMBER BLOCK BRG SNU 511  AS010502,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS01302 , RACAR , -   ,2,4, -   , R 2.00 ,$241.46 ,482.92
110500007,BEARING SKF ONLY  - ROLLER SPHERICAL -22211KCJW33C3 - AS010502,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS01205 , RACAR , -   ,2,4, -   , R 2.00 ,$425.84 ,851.68
110500008,ADAPTER SLEEVE - H311 - 50MM - AS010301,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS01206 , RACAR , -   ,2,4, -   , R 2.00 ,$42.18 ,84.35
110500009,LOCATING RING FRM100/9.5 - FOR SNU511 - EACH,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS02201 , RACAR , -   ,6,8, -   , R 4.00 ,$13.78 ,82.7
110500010,U LOCK SEAL U511 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS02202 , RACAR , -   ,5,4, -   , R 2.00 ,$43.31 ,216.55
110500011,PLUMBER BLOCK SNU512,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS01303 , RACAR , -   ,4,4, -   , R 2.00 ,$270.00 ,"1,080.00"
110500012,BEARING SKF ONLY - ROLLER SPHERICAL - 22212KCJW33C3 - 60X110X28,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS02203 , RACAR , -   ,4,4, -   , R 2.00 ,$310.00 ,"1,240.00"
110500013,ADAPTER SLEEVE - H312 -55MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS02204 , RACAR , -   ,4,4, -   , R 2.00 ,$39.15 ,156.61
110500014,LOCATING RING FRM110/10 - FOR SNU 512 - EACH,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS02205 , RACAR , -   ,10,8, -   , R 4.00 ,$7.50 ,75
110500015,U LOCK SEAL U512 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS02206 , RACAR , -   ,4,4, -   , R 2.00 ,$42.25 ,169
110500016,PLUMBER BLOCK SNU513/U513-611 AS010502,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS02301 , RACAR , -   ,4,4, -   , R 2.00 ,$321.33 ,"1,285.31"
110500017,BEARING SKF ONLY - ROLLER SPHERICAL - 22213KCJW33.C3 -AS010402,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS03201 , RACAR , -   ,4,4, -   , R 2.00 ,$563.98 ,"2,255.92"
110500018,ADAPTER SLEEVE - H313 - 60MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS03202 , RACAR , -   ,4,4, -   , R 2.00 ,$58.22 ,232.87
110500019,LOCATING RING FRM120/10  -FOR SNU513 - EACH,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS03203 , RACAR , -   ,10,8, -   , R 4.00 ,$17.55 ,175.5
110500020,U LOCK SEAL U513 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS03204 , RACAR , -   ,11,4, -   , R 2.00 ,$39.95 ,439.41
110500021,PLUMBER BLOCK SNU15/U515,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS02302 , RACAR , -   ,4,4, -   , R 2.00 ,$392.74 ,"1,570.95"
110500022,BEARING SKF ONLY - ROLLER SPHERICAL - 22215KCJW33C3 - 72 X 130 X 31,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS03205 , RACAR , -   ,4,4, -   , R 2.00 ,$440.00 ,"1,760.00"
110500023,ADAPTER SLEEVE - H315 - 65MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS03205 , RACAR , -   ,4,4, -   , R 2.00 ,$96.87 ,387.48
110500024,LOCATING RING FRM130/12.5 - FOR SNU515 - EACH,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS04201 , RACAR , -   ,8,8, -   , R 4.00 ,$16.70 ,133.56
110500025,U LOCK SEAL U515 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS04202 , RACAR , -   ,2,4, -   , R 2.00 ,$56.50 ,113
110500026,PLUMBER BLOCK SNU516/U516,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS02303 , RACAR , -   ,4,4, -   , R 2.00 ,$480.00 ,"1,920.00"
110500027,BEARING SKF ONLY - ROLLER SPHERICAL - 22216KCJW33C3 - 80X40X33,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS04203 , RACAR , -   ,4,4, -   , R 2.00 ,$510.00 ,"2,040.00"
110500028,ADAPTER SLEEVE - H316 - 70MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS04204 , RACAR , -   ,4,4, -   , R 2.00 ,$70.00 ,280
110500029,LOCATING RING FRM140/12.5 - FOR SNU516 - EACH,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS04205 , RACAR , -   ,8,8, -   , R 4.00 ,$13.18 ,105.44
110500030,U LOCK SEAL U516 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS04206 , RACAR , -   ,5,4, -   , R 2.00 ,$75.17 ,375.85
110500031,PLUMBER BLOCK SNU517/U517,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS03301 , RACAR , -   ,4,4, -   , R 2.00 ,$588.25 ,"2,353.00"
110500032,BEARING SKF ONLY-  ROLLER SPHERICAL - 22217KCJW33.C3 - 85X150X36,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS05201 , RACAR , -   ,3,4, -   , R 2.00 ,$842.13 ,"2,526.40"
110500033,ADAPTER SLEEVE - H317 -75MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS05202 , RACAR , -   ,2,4, -   , R 2.00 ,$143.25 ,286.5
110500034,LOCATING RING FRM150/2.5 - FOR SNU517 - EACH,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS05203 , RACAR , -   ,4,8, -   , R 4.00 ,$33.75 ,135
110500035,U LOCK SEAL U517 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS05204 , RACAR , -   ,3,4, -   , R 2.00 ,$76.50 ,229.5
110500036,PLUMBER BLOCK SNU518-615,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS03302 , RACAR , -   ,3,4, -   , R 2.00 ,$647.09 ,"1,941.26"
110500037,BEARING SKF ONLY - ROLLER SPHERICAL - 22218KCJW33.C3 - 90X160X40,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS05205 , RACAR , -   ,3,4, -   , R 2.00 ,$869.00 ,"2,606.99"
110500038,ADAPTER SLEEVE - H318 - 80MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS06201 , RACAR , -   ,3,4, -   , R 2.00 ,$141.92 ,425.77
110500039,LOCATING RING FRM160/12.5 - FOR SNU518 - EACH,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS06202 , RACAR , -   ,8,8, -   , R 4.00 ,$80.00 ,640
110500040,U LOCK SEAL U518 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS06203 , RACAR , -   ,3,4, -   , R 2.00 ,$67.59 ,202.77
110500041,PLUMMER BLOCK SNU520/U520,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS04301 , RACAR , -   ,3,4, -   , R 2.00 ,"$1,060.39 ","3,181.17"
110500042,BEARING SKF ONLY  - ROLLER SPHERICAL - 2222OKCJW33C3 - 100 X180 X46,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS06204 , RACAR , -   ,4,4, -   , R 2.00 ,"$1,499.59 ","5,998.38"
110500043,ADAPTOR SLEEVE - H320 - 90MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS06205 , RACAR , -   ,4,4, -   , R 2.00 ,$219.86 ,879.45
110500044,LOCATING RING FRM180/12  -FOR SNU520 - EACH,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS07201 , RACAR , -   ,8,8, -   , R 2.00 ,$67.33 ,538.64
110500045,U LOCK SEAL U520 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS07202 , RACAR , -   ,4,4, -   , R 2.00 ,$86.88 ,347.52
110500046,PLUMMER BLOCK SNU522/U522,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS05301 , RACAR , -   ,4,4, -   , R 2.00 ,"$1,329.60 ","5,318.40"
110500047,BEARING SKF ONLY - ROLLER SPHERICAL -22222KCJW33.C3 - 110 X 200 X 53,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS07203 , RACAR , -   ,5,5, -   , R 5.00 ,"$2,130.42 ","10,652.09"
110500048,ADAPTER SLEEVE - H322 - 100MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS07204 , RACAR , -   ,2,4, -   , R 2.00 ,$271.10 ,542.2
110500049,"LOCATING RING FRM200/13,5 - FOR SNU522 - EACH",1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS08201 , RACAR , -   ,10,8, -   , R 4.00 ,$51.63 ,516.3
110500050,U LOCK SEAL U522 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS08202 , RACAR , -   ,5,4, -   , R 2.00 ,$131.07 ,655.35
110500051,PLUMMER BLOCK SNU524/U524,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS01501 , RACAR , -   ,4,4, -   , R 2.00 ,"$1,462.92 ","5,851.66"
110500052,BEARING SKF ONLY - ROLLER SPHERICAL - 22224KCJW33.C3 - 120 X 215 X58,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS08203 , RACAR , -   ,4,4, -   , R 2.00 ,"$2,217.04 ","8,868.15"
110500053,ADAPTER SLEEVE- H3124 - 110MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS08204 , RACAR , -   ,6,4, -   , R 2.00 ,$388.13 ,"2,328.77"
110500054,LOCATING RING FRM215/14 - FOR SNU524 - EACH,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS09201 , RACAR , -   ,11,8, -   , R 4.00 ,$49.43 ,543.75
110500055,U LOCK SEAL U524 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS09202 , RACAR , -   ,4,4, -   , R 2.00 ,$92.44 ,369.74
110500056,PLUMMER BLOCK SNV230/SNU526,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS02501 , RACAR , -   ,4,4, -   , R 2.00 ,"$1,550.00 ","6,200.00"
110500057,BEARING SKF ONLY  - ROLLER SPHERICAL - 22226KCJW33C3 - 130X230X64,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS09203 , RACAR , -   ,4,4, -   , R 2.00 ,"$1,775.00 ","7,100.00"
110500058,ADAPTER SLEEVE- H3126 - 115MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS09204 , RACAR , -   ,4,4, -   , R 2.00 ,$350.00 ,"1,400.00"
110500059,LOCATING RING  FRM230/13 - FOR SNU526 - EACH,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS10201 , RACAR , -   ,8,8, -   , R 4.00 ,$41.78 ,334.22
110500060,U LOCK SEAL U526 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS10202 , RACAR , -   ,4,4, -   , R 2.00 ,$93.51 ,374.03
110500061,PLUMMER BLOCK SNU528,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS03501 , RACAR , -   ,4,4, -   , R 2.00 ,"$2,802.50 ","11,210.00"
110500062,BEARING SKF ONLY - ROLLER SPHERICAL - 22228KCJW33C3 - 140X250X68,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS10203 , RACAR , -   ,4,4, -   , R 2.00 ,"$2,933.17 ","11,732.66"
110500063,ADAPTER SLEEVE- H3128 - 125MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS10204 , RACAR , -   ,4,4, -   , R 2.00 ,$604.41 ,"2,417.62"
110500064,LOCATING RING FRM250/15 - FOR SNU528 - EACH,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS11201 , RACAR , -   ,8,8, -   , R 4.00 ,$68.59 ,548.72
110500065,U LOCK SEAL U528 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS11202 , RACAR , -   ,4,4, -   , R 2.00 ,$150.88 ,603.52
110500066,PLUMMER BLOCK SNU530,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS04501 , RACAR , -   ,4,4, -   , R 2.00 ,"$3,000.00 ","12,000.00"
110500067,BEARING SKF ONLY - ROLLER SPHERICAL - 22230CAKW33C3TW - 150X270X73,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS06501 , RACAR , -   ,4,4, -   , R 2.00 ,"$2,275.00 ","9,100.00"
110500068,ADAPTER SLEEVE - H3130 - 135MM,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS12201 , RACAR , -   ,4,4, -   , R 2.00 ,$670.00 ,"2,680.00"
110500069,"LOCATING RING FRM270/16,5 - FOR SNU530 - EACH",1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS12202 , RACAR , -   ,10,8, -   , R 4.00 ,$41.53 ,415.3
110500070,U LOCK SEAL U530 - 4 HALVES PER SET,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS12203 , RACAR , -   ,7,4, -   , R 2.00 ,$195.91 ,"1,371.37"
110500071,PLUMMER BLOCK SNU532,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS05501 , RACAR , -   ,4,4, -   , R 2.00 ,"$3,124.04 ","12,496.16"
110500072,BEARING SKF ONLY - ROLLER SPHERICAL - 22232K.C3-1 - 160X290X80,1105,Plant WH1,Processing,Bearings,Plumber Blocks,N/A 4,N/A 3,N/A 2,N/A 1,,Active,NOR, Normal Stock , AS13201 , RACAR , -   ,4,4, -   , R 2.00 ,"$4,989.52 ","19,958.07"
